Ramal,Id Origen,Origen,Id Destino,Destino,Pax,lon_origen,lat_origen,lon_destino,lat_destino,dist_retiro
Retiro - Suárez / Mitre,24,Pueyrredón,65,San Andrés,1041,"-58,5017","-34,5805","-58,5406","-34,5634","13,489"
Retiro - Suárez / Mitre,24,Pueyrredón,66,Malaver,570,"-58,5017","-34,5805","-58,5484","-34,5570","13,489"
Retiro - Suárez / Mitre,24,Pueyrredón,67,V. Ballester,13423,"-58,5017","-34,5805","-58,5563","-34,5508","13,489"
Retiro - Suárez / Mitre,24,Pueyrredón,68,Chilavert,1084,"-58,5017","-34,5805","-58,5672","-34,5420","13,489"
Retiro - Suárez / Mitre,24,Pueyrredón,69,J. L. Suárez,12607,"-58,5017","-34,5805","-58,5759","-34,5351","13,489"
Retiro - Suárez / Mitre,24,Pueyrredón,70,Coghlan,6,"-58,5017","-34,5805","-58,4752","-34,5652","13,489"
Retiro - Suárez / Mitre,24,Pueyrredón,71,Saavedra,18,"-58,5017","-34,5805","-58,4870","-34,5540","13,489"
Retiro - Suárez / Mitre,24,Pueyrredón,72,Juan B. Justo,7,"-58,5017","-34,5805","-58,4944","-34,5429","13,489"
Retiro - Suárez / Mitre,24,Pueyrredón,73,Florida,27,"-58,5017","-34,5805","-58,4941","-34,5305","13,489"
Retiro - Suárez / Mitre,24,Pueyrredón,74,Cetrángolo,42,"-58,5017","-34,5805","-58,4941","-34,5231","13,489"
Retiro - Suárez / Mitre,24,Pueyrredón,75,Mitre,570,"-58,5017","-34,5805","-58,4891","-34,5151","13,489"
Retiro - Suárez / Mitre,25,Miguelete,55,Retiro (Suárez / Mitre),57358,"-58,5172","-34,5811","-58,3752","-34,5913","14,887"
Retiro - Suárez / Mitre,25,Miguelete,56,3 De febrero,8574,"-58,5172","-34,5811","-58,4255","-34,5720","14,887"
Retiro - Suárez / Mitre,25,Miguelete,57,Carranza,32016,"-58,5172","-34,5811","-58,4348","-34,5756","14,887"
Retiro - Suárez / Mitre,25,Miguelete,58,Colegiales,10180,"-58,5172","-34,5811","-58,4477","-34,5731","14,887"
Retiro - Suárez / Mitre,25,Miguelete,59,Belgrano R,26248,"-58,5172","-34,5811","-58,4628","-34,5676","14,887"
Retiro - Suárez / Mitre,25,Miguelete,60,Drago,10692,"-58,5172","-34,5811","-58,4793","-34,5684","14,887"
Retiro - Suárez / Mitre,25,Miguelete,61,Urquiza,65962,"-58,5172","-34,5811","-58,4875","-34,5744","14,887"
Retiro - Suárez / Mitre,25,Miguelete,62,Pueyrredón,6274,"-58,5172","-34,5811","-58,5017","-34,5805","14,887"
Retiro - Suárez / Mitre,25,Miguelete,63,Miguelete,680,"-58,5172","-34,5811","-58,5172","-34,5811","14,887"
Retiro - Suárez / Mitre,25,Miguelete,64,San Martín,17108,"-58,5172","-34,5811","-58,5316","-34,5736","14,887"
Retiro - Suárez / Mitre,25,Miguelete,65,San Andrés,1890,"-58,5172","-34,5811","-58,5406","-34,5634","14,887"
Retiro - Suárez / Mitre,25,Miguelete,66,Malaver,1258,"-58,5172","-34,5811","-58,5484","-34,5570","14,887"
Retiro - Suárez / Mitre,25,Miguelete,67,V. Ballester,19824,"-58,5172","-34,5811","-58,5563","-34,5508","14,887"
Retiro - Suárez / Mitre,25,Miguelete,68,Chilavert,2074,"-58,5172","-34,5811","-58,5672","-34,5420","14,887"
Retiro - Suárez / Mitre,25,Miguelete,69,J. L. Suárez,19133,"-58,5172","-34,5811","-58,5759","-34,5351","14,887"
Retiro - Suárez / Mitre,25,Miguelete,70,Coghlan,40,"-58,5172","-34,5811","-58,4752","-34,5652","14,887"
Retiro - Suárez / Mitre,25,Miguelete,71,Saavedra,94,"-58,5172","-34,5811","-58,4870","-34,5540","14,887"
Retiro - Suárez / Mitre,25,Miguelete,72,Juan B. Justo,22,"-58,5172","-34,5811","-58,4944","-34,5429","14,887"
Retiro - Suárez / Mitre,25,Miguelete,73,Florida,26,"-58,5172","-34,5811","-58,4941","-34,5305","14,887"
Retiro - Suárez / Mitre,25,Miguelete,74,Cetrángolo,18,"-58,5172","-34,5811","-58,4941","-34,5231","14,887"
Retiro - Suárez / Mitre,25,Miguelete,75,Mitre,102,"-58,5172","-34,5811","-58,4891","-34,5151","14,887"
Retiro - Suárez / Mitre,26,San Martín,55,Retiro (Suárez / Mitre),274799,"-58,5316","-34,5736","-58,3752","-34,5913","16,503"
Retiro - Suárez / Mitre,26,San Martín,56,3 De febrero,52602,"-58,5316","-34,5736","-58,4255","-34,5720","16,503"
Retiro - Suárez / Mitre,26,San Martín,57,Carranza,133751,"-58,5316","-34,5736","-58,4348","-34,5756","16,503"
Retiro - Suárez / Mitre,26,San Martín,58,Colegiales,39776,"-58,5316","-34,5736","-58,4477","-34,5731","16,503"
Retiro - Suárez / Mitre,26,San Martín,59,Belgrano R,114263,"-58,5316","-34,5736","-58,4628","-34,5676","16,503"
Retiro - Suárez / Mitre,26,San Martín,60,Drago,41318,"-58,5316","-34,5736","-58,4793","-34,5684","16,503"
Retiro - Suárez / Mitre,26,San Martín,61,Urquiza,256469,"-58,5316","-34,5736","-58,4875","-34,5744","16,503"
Retiro - Suárez / Mitre,26,San Martín,62,Pueyrredón,35106,"-58,5316","-34,5736","-58,5017","-34,5805","16,503"
Retiro - Suárez / Mitre,26,San Martín,63,Miguelete,23892,"-58,5316","-34,5736","-58,5172","-34,5811","16,503"
Retiro - Suárez / Mitre,26,San Martín,64,San Martín,13136,"-58,5316","-34,5736","-58,5316","-34,5736","16,503"
Retiro - Suárez / Mitre,26,San Martín,65,San Andrés,14724,"-58,5316","-34,5736","-58,5406","-34,5634","16,503"
Retiro - Suárez / Mitre,26,San Martín,66,Malaver,15205,"-58,5316","-34,5736","-58,5484","-34,5570","16,503"
Retiro - Suárez / Mitre,26,San Martín,67,V. Ballester,99774,"-58,5316","-34,5736","-58,5563","-34,5508","16,503"
Retiro - Suárez / Mitre,26,San Martín,68,Chilavert,23786,"-58,5316","-34,5736","-58,5672","-34,5420","16,503"
Retiro - Suárez / Mitre,26,San Martín,69,J. L. Suárez,166144,"-58,5316","-34,5736","-58,5759","-34,5351","16,503"
Retiro - Suárez / Mitre,26,San Martín,70,Coghlan,13,"-58,5316","-34,5736","-58,4752","-34,5652","16,503"
Retiro - Suárez / Mitre,26,San Martín,71,Saavedra,154,"-58,5316","-34,5736","-58,4870","-34,5540","16,503"
Retiro - Suárez / Mitre,26,San Martín,72,Juan B. Justo,22,"-58,5316","-34,5736","-58,4944","-34,5429","16,503"
Retiro - Suárez / Mitre,26,San Martín,73,Florida,27,"-58,5316","-34,5736","-58,4941","-34,5305","16,503"
Retiro - Suárez / Mitre,26,San Martín,74,Cetrángolo,75,"-58,5316","-34,5736","-58,4941","-34,5231","16,503"
Retiro - Suárez / Mitre,26,San Martín,75,Mitre,244,"-58,5316","-34,5736","-58,4891","-34,5151","16,503"
Retiro - Suárez / Mitre,27,San Andrés,55,Retiro (Suárez / Mitre),53981,"-58,5406","-34,5634","-58,3752","-34,5913","17,888"
Retiro - Suárez / Mitre,27,San Andrés,56,3 De febrero,6238,"-58,5406","-34,5634","-58,4255","-34,5720","17,888"
Retiro - Suárez / Mitre,27,San Andrés,57,Carranza,25016,"-58,5406","-34,5634","-58,4348","-34,5756","17,888"
Retiro - Suárez / Mitre,27,San Andrés,58,Colegiales,3394,"-58,5406","-34,5634","-58,4477","-34,5731","17,888"
Retiro - Suárez / Mitre,27,San Andrés,59,Belgrano R,12777,"-58,5406","-34,5634","-58,4628","-34,5676","17,888"
Retiro - Suárez / Mitre,27,San Andrés,60,Drago,1233,"-58,5406","-34,5634","-58,4793","-34,5684","17,888"
Retiro - Suárez / Mitre,27,San Andrés,61,Urquiza,51500,"-58,5406","-34,5634","-58,4875","-34,5744","17,888"
Retiro - Suárez / Mitre,27,San Andrés,62,Pueyrredón,4388,"-58,5406","-34,5634","-58,5017","-34,5805","17,888"
Retiro - Suárez / Mitre,27,San Andrés,63,Miguelete,6174,"-58,5406","-34,5634","-58,5172","-34,5811","17,888"
Retiro - Suárez / Mitre,27,San Andrés,64,San Martín,11208,"-58,5406","-34,5634","-58,5316","-34,5736","17,888"
Retiro - Suárez / Mitre,27,San Andrés,65,San Andrés,3159,"-58,5406","-34,5634","-58,5406","-34,5634","17,888"
Retiro - Suárez / Mitre,27,San Andrés,66,Malaver,133,"-58,5406","-34,5634","-58,5484","-34,5570","17,888"
Retiro - Suárez / Mitre,27,San Andrés,67,V. Ballester,10915,"-58,5406","-34,5634","-58,5563","-34,5508","17,888"
Retiro - Suárez / Mitre,27,San Andrés,68,Chilavert,619,"-58,5406","-34,5634","-58,5672","-34,5420","17,888"
Retiro - Suárez / Mitre,27,San Andrés,69,J. L. Suárez,9562,"-58,5406","-34,5634","-58,5759","-34,5351","17,888"
Retiro - Suárez / Mitre,27,San Andrés,70,Coghlan,1,"-58,5406","-34,5634","-58,4752","-34,5652","17,888"
Retiro - Suárez / Mitre,27,San Andrés,71,Saavedra,7,"-58,5406","-34,5634","-58,4870","-34,5540","17,888"
Retiro - Suárez / Mitre,27,San Andrés,72,Juan B. Justo,1,"-58,5406","-34,5634","-58,4944","-34,5429","17,888"
Retiro - Suárez / Mitre,27,San Andrés,73,Florida,0,"-58,5406","-34,5634","-58,4941","-34,5305","17,888"
Retiro - Suárez / Mitre,27,San Andrés,74,Cetrángolo,25,"-58,5406","-34,5634","-58,4941","-34,5231","17,888"
Retiro - Suárez / Mitre,27,San Andrés,75,Mitre,3,"-58,5406","-34,5634","-58,4891","-34,5151","17,888"
Retiro - Suárez / Mitre,28,Malaver,55,Retiro (Suárez / Mitre),42457,"-58,5484","-34,5570","-58,3752","-34,5913","18,772"
Retiro - Suárez / Mitre,28,Malaver,56,3 De febrero,4656,"-58,5484","-34,5570","-58,4255","-34,5720","18,772"
Retiro - Suárez / Mitre,28,Malaver,57,Carranza,19902,"-58,5484","-34,5570","-58,4348","-34,5756","18,772"
Retiro - Suárez / Mitre,28,Malaver,58,Colegiales,2781,"-58,5484","-34,5570","-58,4477","-34,5731","18,772"
Retiro - Suárez / Mitre,28,Malaver,59,Belgrano R,11533,"-58,5484","-34,5570","-58,4628","-34,5676","18,772"
Retiro - Suárez / Mitre,28,Malaver,60,Drago,876,"-58,5484","-34,5570","-58,4793","-34,5684","18,772"
Retiro - Suárez / Mitre,28,Malaver,61,Urquiza,44563,"-58,5484","-34,5570","-58,4875","-34,5744","18,772"
Retiro - Suárez / Mitre,28,Malaver,62,Pueyrredón,3528,"-58,5484","-34,5570","-58,5017","-34,5805","18,772"
Retiro - Suárez / Mitre,28,Malaver,63,Miguelete,6124,"-58,5484","-34,5570","-58,5172","-34,5811","18,772"
Retiro - Suárez / Mitre,28,Malaver,64,San Martín,12666,"-58,5484","-34,5570","-58,5316","-34,5736","18,772"
Retiro - Suárez / Mitre,28,Malaver,65,San Andrés,179,"-58,5484","-34,5570","-58,5406","-34,5634","18,772"
Retiro - Suárez / Mitre,28,Malaver,66,Malaver,2666,"-58,5484","-34,5570","-58,5484","-34,5570","18,772"
Retiro - Suárez / Mitre,28,Malaver,67,V. Ballester,2934,"-58,5484","-34,5570","-58,5563","-34,5508","18,772"
Retiro - Suárez / Mitre,28,Malaver,68,Chilavert,236,"-58,5484","-34,5570","-58,5672","-34,5420","18,772"
Retiro - Suárez / Mitre,28,Malaver,69,J. L. Suárez,6295,"-58,5484","-34,5570","-58,5759","-34,5351","18,772"
Retiro - Suárez / Mitre,28,Malaver,70,Coghlan,0,"-58,5484","-34,5570","-58,4752","-34,5652","18,772"
Retiro - Suárez / Mitre,28,Malaver,71,Saavedra,3,"-58,5484","-34,5570","-58,4870","-34,5540","18,772"
Retiro - Suárez / Mitre,28,Malaver,72,Juan B. Justo,1,"-58,5484","-34,5570","-58,4944","-34,5429","18,772"
Retiro - Suárez / Mitre,28,Malaver,73,Florida,2,"-58,5484","-34,5570","-58,4941","-34,5305","18,772"
Retiro - Suárez / Mitre,28,Malaver,74,Cetrángolo,0,"-58,5484","-34,5570","-58,4941","-34,5231","18,772"
Retiro - Suárez / Mitre,28,Malaver,75,Mitre,3,"-58,5484","-34,5570","-58,4891","-34,5151","18,772"
Retiro - Suárez / Mitre,29,V. Ballester,55,Retiro (Suárez / Mitre),167582,"-58,5563","-34,5508","-58,3752","-34,5913","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,56,3 De febrero,29490,"-58,5563","-34,5508","-58,4255","-34,5720","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,57,Carranza,92407,"-58,5563","-34,5508","-58,4348","-34,5756","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,58,Colegiales,23695,"-58,5563","-34,5508","-58,4477","-34,5731","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,59,Belgrano R,66175,"-58,5563","-34,5508","-58,4628","-34,5676","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,60,Drago,28958,"-58,5563","-34,5508","-58,4793","-34,5684","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,61,Urquiza,203168,"-58,5563","-34,5508","-58,4875","-34,5744","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,62,Pueyrredón,24192,"-58,5563","-34,5508","-58,5017","-34,5805","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,63,Miguelete,41722,"-58,5563","-34,5508","-58,5172","-34,5811","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,64,San Martín,88864,"-58,5563","-34,5508","-58,5316","-34,5736","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,65,San Andrés,19696,"-58,5563","-34,5508","-58,5406","-34,5634","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,66,Malaver,4037,"-58,5563","-34,5508","-58,5484","-34,5570","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,67,V. Ballester,5026,"-58,5563","-34,5508","-58,5563","-34,5508","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,68,Chilavert,13968,"-58,5563","-34,5508","-58,5672","-34,5420","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,69,J. L. Suárez,79778,"-58,5563","-34,5508","-58,5759","-34,5351","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,70,Coghlan,13,"-58,5563","-34,5508","-58,4752","-34,5652","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,71,Saavedra,38,"-58,5563","-34,5508","-58,4870","-34,5540","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,72,Juan B. Justo,29,"-58,5563","-34,5508","-58,4944","-34,5429","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,73,Florida,25,"-58,5563","-34,5508","-58,4941","-34,5305","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,74,Cetrángolo,7,"-58,5563","-34,5508","-58,4941","-34,5231","19,893"
Retiro - Suárez / Mitre,29,V. Ballester,75,Mitre,86,"-58,5563","-34,5508","-58,4891","-34,5151","19,893"
Retiro - Suárez / Mitre,30,Chilavert,55,Retiro (Suárez / Mitre),66512,"-58,5672","-34,5420","-58,3752","-34,5913","21,286"
Retiro - Suárez / Mitre,30,Chilavert,56,3 De febrero,10247,"-58,5672","-34,5420","-58,4255","-34,5720","21,286"
Retiro - Suárez / Mitre,30,Chilavert,57,Carranza,31588,"-58,5672","-34,5420","-58,4348","-34,5756","21,286"
Retiro - Suárez / Mitre,30,Chilavert,58,Colegiales,8856,"-58,5672","-34,5420","-58,4477","-34,5731","21,286"
Retiro - Suárez / Mitre,30,Chilavert,59,Belgrano R,24566,"-58,5672","-34,5420","-58,4628","-34,5676","21,286"
Retiro - Suárez / Mitre,30,Chilavert,60,Drago,5326,"-58,5672","-34,5420","-58,4793","-34,5684","21,286"
Retiro - Suárez / Mitre,30,Chilavert,61,Urquiza,73652,"-58,5672","-34,5420","-58,4875","-34,5744","21,286"
Retiro - Suárez / Mitre,30,Chilavert,62,Pueyrredón,8034,"-58,5672","-34,5420","-58,5017","-34,5805","21,286"
Retiro - Suárez / Mitre,30,Chilavert,63,Miguelete,18235,"-58,5672","-34,5420","-58,5172","-34,5811","21,286"
Retiro - Suárez / Mitre,30,Chilavert,64,San Martín,30273,"-58,5672","-34,5420","-58,5316","-34,5736","21,286"
Retiro - Suárez / Mitre,30,Chilavert,65,San Andrés,3686,"-58,5672","-34,5420","-58,5406","-34,5634","21,286"
Retiro - Suárez / Mitre,30,Chilavert,66,Malaver,1558,"-58,5672","-34,5420","-58,5484","-34,5570","21,286"
Retiro - Suárez / Mitre,30,Chilavert,67,V. Ballester,11425,"-58,5672","-34,5420","-58,5563","-34,5508","21,286"
Retiro - Suárez / Mitre,30,Chilavert,68,Chilavert,341,"-58,5672","-34,5420","-58,5672","-34,5420","21,286"
Retiro - Suárez / Mitre,30,Chilavert,69,J. L. Suárez,2254,"-58,5672","-34,5420","-58,5759","-34,5351","21,286"
Retiro - Suárez / Mitre,30,Chilavert,70,Coghlan,2,"-58,5672","-34,5420","-58,4752","-34,5652","21,286"
Retiro - Suárez / Mitre,30,Chilavert,71,Saavedra,36,"-58,5672","-34,5420","-58,4870","-34,5540","21,286"
Retiro - Suárez / Mitre,30,Chilavert,72,Juan B. Justo,3,"-58,5672","-34,5420","-58,4944","-34,5429","21,286"
Retiro - Suárez / Mitre,30,Chilavert,73,Florida,2,"-58,5672","-34,5420","-58,4941","-34,5305","21,286"
Retiro - Suárez / Mitre,30,Chilavert,74,Cetrángolo,2,"-58,5672","-34,5420","-58,4941","-34,5231","21,286"
Retiro - Suárez / Mitre,30,Chilavert,75,Mitre,29,"-58,5672","-34,5420","-58,4891","-34,5151","21,286"
Retiro - Suárez / Mitre,31,J. L. Suárez,55,Retiro (Suárez / Mitre),201802,"-58,5759","-34,5351","-58,3752","-34,5913","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,56,3 De febrero,49281,"-58,5759","-34,5351","-58,4255","-34,5720","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,57,Carranza,127978,"-58,5759","-34,5351","-58,4348","-34,5756","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,58,Colegiales,47319,"-58,5759","-34,5351","-58,4477","-34,5731","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,59,Belgrano R,125759,"-58,5759","-34,5351","-58,4628","-34,5676","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,60,Drago,43064,"-58,5759","-34,5351","-58,4793","-34,5684","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,61,Urquiza,277349,"-58,5759","-34,5351","-58,4875","-34,5744","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,62,Pueyrredón,55096,"-58,5759","-34,5351","-58,5017","-34,5805","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,63,Miguelete,92640,"-58,5759","-34,5351","-58,5172","-34,5811","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,64,San Martín,193805,"-58,5759","-34,5351","-58,5316","-34,5736","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,65,San Andrés,35096,"-58,5759","-34,5351","-58,5406","-34,5634","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,66,Malaver,16787,"-58,5759","-34,5351","-58,5484","-34,5570","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,67,V. Ballester,95810,"-58,5759","-34,5351","-58,5563","-34,5508","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,68,Chilavert,15880,"-58,5759","-34,5351","-58,5672","-34,5420","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,69,J. L. Suárez,8659,"-58,5759","-34,5351","-58,5759","-34,5351","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,70,Coghlan,18,"-58,5759","-34,5351","-58,4752","-34,5652","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,71,Saavedra,244,"-58,5759","-34,5351","-58,4870","-34,5540","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,72,Juan B. Justo,20,"-58,5759","-34,5351","-58,4944","-34,5429","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,73,Florida,63,"-58,5759","-34,5351","-58,4941","-34,5305","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,74,Cetrángolo,32,"-58,5759","-34,5351","-58,4941","-34,5231","22,523"
Retiro - Suárez / Mitre,31,J. L. Suárez,75,Mitre,231,"-58,5759","-34,5351","-58,4891","-34,5151","22,523"
Retiro - Suárez / Mitre,32,Coghlan,55,Retiro (Suárez / Mitre),91303,"-58,4752","-34,5652","-58,3752","-34,5913","10,584"
Retiro - Suárez / Mitre,32,Coghlan,56,3 De febrero,5502,"-58,4752","-34,5652","-58,4255","-34,5720","10,584"
Retiro - Suárez / Mitre,32,Coghlan,57,Carranza,13009,"-58,4752","-34,5652","-58,4348","-34,5756","10,584"
Retiro - Suárez / Mitre,32,Coghlan,58,Colegiales,4649,"-58,4752","-34,5652","-58,4477","-34,5731","10,584"
Retiro - Suárez / Mitre,32,Coghlan,59,Belgrano R,11520,"-58,4752","-34,5652","-58,4628","-34,5676","10,584"
Retiro - Suárez / Mitre,32,Coghlan,60,Drago,65,"-58,4752","-34,5652","-58,4793","-34,5684","10,584"
Retiro - Suárez / Mitre,32,Coghlan,61,Urquiza,65,"-58,4752","-34,5652","-58,4875","-34,5744","10,584"
Retiro - Suárez / Mitre,32,Coghlan,62,Pueyrredón,14,"-58,4752","-34,5652","-58,5017","-34,5805","10,584"
Retiro - Suárez / Mitre,32,Coghlan,63,Miguelete,12,"-58,4752","-34,5652","-58,5172","-34,5811","10,584"
Retiro - Suárez / Mitre,32,Coghlan,64,San Martín,119,"-58,4752","-34,5652","-58,5316","-34,5736","10,584"
Retiro - Suárez / Mitre,32,Coghlan,65,San Andrés,4,"-58,4752","-34,5652","-58,5406","-34,5634","10,584"
Retiro - Suárez / Mitre,32,Coghlan,66,Malaver,1,"-58,4752","-34,5652","-58,5484","-34,5570","10,584"
Retiro - Suárez / Mitre,32,Coghlan,67,V. Ballester,62,"-58,4752","-34,5652","-58,5563","-34,5508","10,584"
Retiro - Suárez / Mitre,32,Coghlan,68,Chilavert,5,"-58,4752","-34,5652","-58,5672","-34,5420","10,584"
Retiro - Suárez / Mitre,32,Coghlan,69,J. L. Suárez,39,"-58,4752","-34,5652","-58,5759","-34,5351","10,584"
Retiro - Suárez / Mitre,32,Coghlan,70,Coghlan,3006,"-58,4752","-34,5652","-58,4752","-34,5652","10,584"
Retiro - Suárez / Mitre,32,Coghlan,71,Saavedra,906,"-58,4752","-34,5652","-58,4870","-34,5540","10,584"
Retiro - Suárez / Mitre,32,Coghlan,72,Juan B. Justo,1180,"-58,4752","-34,5652","-58,4944","-34,5429","10,584"
Retiro - Suárez / Mitre,32,Coghlan,73,Florida,2049,"-58,4752","-34,5652","-58,4941","-34,5305","10,584"
Retiro - Suárez / Mitre,32,Coghlan,74,Cetrángolo,900,"-58,4752","-34,5652","-58,4941","-34,5231","10,584"
Retiro - Suárez / Mitre,32,Coghlan,75,Mitre,15948,"-58,4752","-34,5652","-58,4891","-34,5151","10,584"
Retiro - Suárez / Mitre,33,Saavedra,55,Retiro (Suárez / Mitre),93399,"-58,4870","-34,5540","-58,3752","-34,5913","12,255"
Retiro - Suárez / Mitre,33,Saavedra,56,3 De febrero,3344,"-58,4870","-34,5540","-58,4255","-34,5720","12,255"
Retiro - Suárez / Mitre,33,Saavedra,57,Carranza,11998,"-58,4870","-34,5540","-58,4348","-34,5756","12,255"
Retiro - Suárez / Mitre,33,Saavedra,58,Colegiales,3119,"-58,4870","-34,5540","-58,4477","-34,5731","12,255"
Retiro - Suárez / Mitre,33,Saavedra,59,Belgrano R,7790,"-58,4870","-34,5540","-58,4628","-34,5676","12,255"
Retiro - Suárez / Mitre,33,Saavedra,60,Drago,7,"-58,4870","-34,5540","-58,4793","-34,5684","12,255"
Retiro - Suárez / Mitre,33,Saavedra,61,Urquiza,34,"-58,4870","-34,5540","-58,4875","-34,5744","12,255"
Retiro - Suárez / Mitre,33,Saavedra,62,Pueyrredón,10,"-58,4870","-34,5540","-58,5017","-34,5805","12,255"
Retiro - Suárez / Mitre,33,Saavedra,63,Miguelete,8,"-58,4870","-34,5540","-58,5172","-34,5811","12,255"
Retiro - Suárez / Mitre,33,Saavedra,64,San Martín,102,"-58,4870","-34,5540","-58,5316","-34,5736","12,255"
Retiro - Suárez / Mitre,33,Saavedra,65,San Andrés,5,"-58,4870","-34,5540","-58,5406","-34,5634","12,255"
Retiro - Suárez / Mitre,33,Saavedra,66,Malaver,1,"-58,4870","-34,5540","-58,5484","-34,5570","12,255"
Retiro - Suárez / Mitre,33,Saavedra,67,V. Ballester,34,"-58,4870","-34,5540","-58,5563","-34,5508","12,255"
Retiro - Suárez / Mitre,33,Saavedra,68,Chilavert,17,"-58,4870","-34,5540","-58,5672","-34,5420","12,255"
Retiro - Suárez / Mitre,33,Saavedra,69,J. L. Suárez,97,"-58,4870","-34,5540","-58,5759","-34,5351","12,255"
Retiro - Suárez / Mitre,33,Saavedra,70,Coghlan,1706,"-58,4870","-34,5540","-58,4752","-34,5652","12,255"
Retiro - Suárez / Mitre,33,Saavedra,71,Saavedra,474,"-58,4870","-34,5540","-58,4870","-34,5540","12,255"
Retiro - Suárez / Mitre,33,Saavedra,72,Juan B. Justo,513,"-58,4870","-34,5540","-58,4944","-34,5429","12,255"
Retiro - Suárez / Mitre,33,Saavedra,73,Florida,621,"-58,4870","-34,5540","-58,4941","-34,5305","12,255"
Retiro - Suárez / Mitre,33,Saavedra,74,Cetrángolo,307,"-58,4870","-34,5540","-58,4941","-34,5231","12,255"
Retiro - Suárez / Mitre,33,Saavedra,75,Mitre,8310,"-58,4870","-34,5540","-58,4891","-34,5151","12,255"
Retiro - Suárez / Mitre,34,Juan B. Justo,55,Retiro (Suárez / Mitre),38926,"-58,4944","-34,5429","-58,3752","-34,5913","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,56,3 De febrero,2151,"-58,4944","-34,5429","-58,4255","-34,5720","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,57,Carranza,10577,"-58,4944","-34,5429","-58,4348","-34,5756","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,58,Colegiales,2060,"-58,4944","-34,5429","-58,4477","-34,5731","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,59,Belgrano R,8108,"-58,4944","-34,5429","-58,4628","-34,5676","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,60,Drago,0,"-58,4944","-34,5429","-58,4793","-34,5684","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,61,Urquiza,87,"-58,4944","-34,5429","-58,4875","-34,5744","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,62,Pueyrredón,8,"-58,4944","-34,5429","-58,5017","-34,5805","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,63,Miguelete,21,"-58,4944","-34,5429","-58,5172","-34,5811","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,64,San Martín,26,"-58,4944","-34,5429","-58,5316","-34,5736","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,65,San Andrés,0,"-58,4944","-34,5429","-58,5406","-34,5634","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,66,Malaver,0,"-58,4944","-34,5429","-58,5484","-34,5570","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,67,V. Ballester,15,"-58,4944","-34,5429","-58,5563","-34,5508","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,68,Chilavert,2,"-58,4944","-34,5429","-58,5672","-34,5420","13,74"
Retiro - Suárez / Mitre,34,Juan B. Justo,69,J. L. Suárez,4,"-58,4944","-34,5429","-58,5759","-34,5351","13,74"
